source,target
NOTCH2,ATP2A2
NOTCH2,KAT2B
NOTCH2,EP300
DDX3X,CDC5L
HNRNPA1,HSPA8
HNRNPA1,SNRPD1
HNRNPA1,SRRM2
HNRNPA1,DDX23
HNRNPA1,DHX9
HNRNPA1,CTNNBL1
HNRNPA1,YBX1
HNRNPA1,CDC5L
SPCS3,RPL26
SPCS3,RPL9
SPCS3,RPL24
SPCS3,RPL23
CNOT4,CNOT2
CNOT4,EIF4B
CNOT4,PAIP1
DHX9,HSPA8
DHX9,SNRPD1
DHX9,SRRM2
DHX9,DDX23
DHX9,CTNNBL1
DHX9,YBX1
DHX9,CDC5L
GEMIN2,SNRPD1
GEMIN2,NUP43
RPS3A,EIF4B
RPS3A,NHP2
RPS3A,RPL26
RPS3A,RPS14
RPS3A,RPL9
RPS3A,RPSA
RPS3A,RPL23
RPS3A,RPL24
GTF2A1,EP300
GTF2A1,KAT2B
GTF2A1,GTF2E1
GTF2A1,TAF8
ACTL6A,SUPT16H
ACTL6A,CDK4
ACTL6A,COPS3
ACTL6A,XPC
ACTL6A,ARID1B
ACTL6A,MYC
TOR1B,COPS3
EP300,HSPA8
EP300,CABIN1
EP300,PELP1
EP300,MYC
EP300,KAT2B
EP300,HIST2H2BF
EP300,GATAD2B
EP300,PTGES2
EP300,GTF2E1
EP300,SMARCA5
HIST2H2AA3,H3F3B
HIST2H2AA3,HIST2H2BF
SEMA4D,ERBB2
EIF4G2,EIF4B
TOB1,CNOT2
MYC,USP28
MYC,GAPDH
MYC,NFYB
MYC,CDK4
MYC,KAT2B
MYC,ERBB2
MYC,NPM1
MYC,COL1A2
MYC,SUPT7L
RPL26,EIF4B
RPL26,RPS14
RPL26,PELP1
RPL26,RPL23
RPL26,RPSA
RPL26,RPL9
RPL26,RPL24
NUP43,NPM1
NUP43,SNRPD1
NUP43,INCENP
EIF4B,CNOT2
EIF4B,RPS14
EIF4B,RPSA
EIF4B,PAIP1
EIF4B,RPL23
EIF4B,RPL9
EIF4B,RPL24
HIST2H2BF,H3F3B
PIP5K1C,WASL
DCTN1,KIF23
DCTN1,ARF1
DCTN1,KIF5B
RPL23,RPS14
RPL23,RPL9
RPL23,RPSA
RPL23,RPL24
KIF23,INCENP
KIF23,KIF5B
KIF23,ARF1
KIF23,NCAPG2
CDC5L,HSPA8
CDC5L,SNRPD1
CDC5L,SRRM2
CDC5L,DDX23
CDC5L,CTNNBL1
CDC5L,YBX1
RPL9,RPS14
RPL9,RPSA
RPL9,RPL24
RPS14,MRPS16
RPS14,RPSA
RPS14,RPL24
KAT2B,GTF2E1
KAT2B,SMARCA5
KAT2B,SUPT7L
SMARCA5,NPM1
SUPT7L,TAF8
DDX23,HSPA8
DDX23,SNRPD1
DDX23,SRRM2
DDX23,YBX1
DDX23,CTNNBL1
GTF2E1,TAF8
SRRM2,HSPA8
SRRM2,SNRPD1
SRRM2,YBX1
SRRM2,CTNNBL1
XPC,COPS3
RPL24,RPSA
PAIP1,CNOT2
ARF1,KIF5B
SUPT16H,ELOA
MRPS16,RPSA
ARID1B,CDK4
YBX1,HSPA8
YBX1,SNRPD1
YBX1,CTNNBL1
CTNNBL1,HSPA8
CTNNBL1,SNRPD1
DNAJB9,HSPA8
DNAJB9,HSPA1B
HSPA8,WASL
HSPA8,SNRPD1
INCENP,STAG1
